City,Sport,Discipline,Athlete,NOC,Gender,Event,Event_gender,Medal
London,Gymnastics,Artistic G.,"HANSEN, Harald",NOR,Men,team competition,M,Silver
London,Gymnastics,Artistic G.,"HOL, Peter",NOR,Men,team competition,M,Silver
London,Gymnastics,Artistic G.,"IVERSEN, Ole",NOR,Men,team competition,M,Silver
London,Gymnastics,Artistic G.,"JESPERSEN, Per Mathias",NOR,Men,team competition,M,Silver
London,Gymnastics,Artistic G.,"JOHANESSEN, Sigurd Erhardt A.",NOR,Men,team competition,M,Silver
London,Gymnastics,Artistic G.,"KIOER, Nicolai",NOR,Men,team competition,M,Silver
London,Gymnastics,Artistic G.,"KLAETH, Carl",NOR,Men,team competition,M,Silver
London,Gymnastics,Artistic G.,"LARSEN, Thor",NOR,Men,team competition,M,Silver
London,Gymnastics,Artistic G.,"LEFDAHL, Rolf",NOR,Men,team competition,M,Silver
London,Gymnastics,Artistic G.,"LEM, Hans Schumann",NOR,Men,team competition,M,Silver
London,Gymnastics,Artistic G.,"MOEN, Anders",NOR,Men,team competition,M,Silver
London,Gymnastics,Artistic G.,"OLSEN, Fritjof",NOR,Men,team competition,M,Silver
London,Gymnastics,Artistic G.,"PEDERSEN, Carl Alfred",NOR,Men,team competition,M,Silver
London,Gymnastics,Artistic G.,"PEDERSEN, Paul",NOR,Men,team competition,M,Silver
London,Gymnastics,Artistic G.,"SALVESEN, B.",NOR,Men,team competition,M,Silver
London,Gymnastics,Artistic G.,"SIVERTSEN, Sigvard",NOR,Men,team competition,M,Silver
London,Gymnastics,Artistic G.,"SKRATAAS, Johan",NOR,Men,team competition,M,Silver
London,Gymnastics,Artistic G.,"SMEVIK, Harald",NOR,Men,team competition,M,Silver
London,Gymnastics,Artistic G.,"STRAND, Andreas",NOR,Men,team competition,M,Silver
London,Gymnastics,Artistic G.,"SYVERTSEN, Olaf",NOR,Men,team competition,M,Silver
London,Hockey,Hockey,"BAILLON, Louischarles",GBR,Men,hockey,M,Gold
London,Hockey,Hockey,"FREEMAN, Harry Scott",GBR,Men,hockey,M,Gold
London,Hockey,Hockey,"GREEN, Eric Hubert",GBR,Men,hockey,M,Gold
London,Hockey,Hockey,"LOGAN, Gerald",GBR,Men,hockey,M,Gold
London,Hockey,Hockey,"NOBLE, Alan H.",GBR,Men,hockey,M,Gold
London,Hockey,Hockey,"PAGE, Edgar Wells",GBR,Men,hockey,M,Gold
London,Hockey,Hockey,"PRIDMORE, Reginald Geoge",GBR,Men,hockey,M,Gold
London,Hockey,Hockey,"REES, Percy Montague",GBR,Men,hockey,M,Gold
London,Hockey,Hockey,"ROBINSON, John Yate",GBR,Men,hockey,M,Gold
London,Hockey,Hockey,"SHOVELLER, Stanley Howard",GBR,Men,hockey,M,Gold
London,Hockey,Hockey,"WOOD, Harvey Jesse",GBR,Men,hockey,M,Gold
London,Hockey,Hockey,"ALLMAN-SMITH, Eric Percival",GBR,Men,hockey,M,Silver
London,Hockey,Hockey,"BROWN, Henry Joseph",GBR,Men,hockey,M,Silver
London,Hockey,Hockey,"CAMPBELL, Walter Islay",GBR,Men,hockey,M,Silver
London,Hockey,Hockey,"GRAHAM, William Ernest",GBR,Men,hockey,M,Silver
London,Hockey,Hockey,"GREGG, Richard George",GBR,Men,hockey,M,Silver
London,Hockey,Hockey,"HOLMES, Edgar Peter C.",GBR,Men,hockey,M,Silver
London,Hockey,Hockey,"KENNEDY, Robert L.",GBR,Men,hockey,M,Silver
London,Hockey,Hockey,"MURPHY, Henry Lawson",GBR,Men,hockey,M,Silver
London,Hockey,Hockey,"PETERSON, Walter E.",GBR,Men,hockey,M,Silver
London,Hockey,Hockey,"POWER, Charles F.",GBR,Men,hockey,M,Silver
London,Hockey,Hockey,"ROBINSON, Frank L.",GBR,Men,hockey,M,Silver
London,Jeu de paume,Jeu de Paume,"LYTTON, Neville Stephen",GBR,Men,individual,M,Bronze
London,Jeu de paume,Jeu de Paume,"GOULD, Jay",USA,Men,individual,M,Gold
London,Jeu de paume,Jeu de Paume,"MILES, Eustace Hamilton",GBR,Men,individual,M,Silver
London,Lacrosse,Lacrosse,"BRENNAN, Patrick",CAN,Men,lacrosse,M,Gold
London,Lacrosse,Lacrosse,"BRODERICK, John",CAN,Men,lacrosse,M,Gold
London,Lacrosse,Lacrosse,"CAMPBELL, George H.",CAN,Men,lacrosse,M,Gold
London,Lacrosse,Lacrosse,"DILLON, Angus F.",CAN,Men,lacrosse,M,Gold
London,Lacrosse,Lacrosse,"DIXON, Frank J.",CAN,Men,lacrosse,M,Gold
London,Lacrosse,Lacrosse,"DUCKETT, Richard Louis",CAN,Men,lacrosse,M,Gold
London,Lacrosse,Lacrosse,"FYON, J.",CAN,Men,lacrosse,M,Gold
London,Lacrosse,Lacrosse,"GORMAN, Thomas Patrick",CAN,Men,lacrosse,M,Gold
London,Lacrosse,Lacrosse,"HAMILTON, Ernest",CAN,Men,lacrosse,M,Gold
London,Lacrosse,Lacrosse,"HOOBIN, Henry Frank",CAN,Men,lacrosse,M,Gold
London,Lacrosse,Lacrosse,"MARA, A.",CAN,Men,lacrosse,M,Gold
London,Lacrosse,Lacrosse,"MCKERROW, Clarence D.",CAN,Men,lacrosse,M,Gold
London,Lacrosse,Lacrosse,"MCLEOD, D.",CAN,Men,lacrosse,M,Gold
London,Lacrosse,Lacrosse,"RENNIE, George H.",CAN,Men,lacrosse,M,Gold
London,Lacrosse,Lacrosse,"TURNBULL, Alexander T.",CAN,Men,lacrosse,M,Gold
London,Lacrosse,Lacrosse,"ALEXANDER, Gustav Bernhard",GBR,Men,lacrosse,M,Silver
London,Lacrosse,Lacrosse,"ALEXANDER, J.",GBR,Men,lacrosse,M,Silver
London,Lacrosse,Lacrosse,"BLOCKEY, L.",GBR,Men,lacrosse,M,Silver
London,Lacrosse,Lacrosse,"BUCKLAND, Gerald Frederick",GBR,Men,lacrosse,M,Silver
London,Lacrosse,Lacrosse,"DUTTON, E.O.",GBR,Men,lacrosse,M,Silver
London,Lacrosse,Lacrosse,"GILBEY, V.G.",GBR,Men,lacrosse,M,Silver
London,Lacrosse,Lacrosse,"HAYES, S.N.",GBR,Men,lacrosse,M,Silver
London,Lacrosse,Lacrosse,"JOHNSON, F.S.",GBR,Men,lacrosse,M,Silver
London,Lacrosse,Lacrosse,"JOHNSON, William Athelstan",GBR,Men,lacrosse,M,Silver
London,Lacrosse,Lacrosse,"JONES, Edward Percy",GBR,Men,lacrosse,M,Silver
London,Lacrosse,Lacrosse,"MARTIN, R.G.W.",GBR,Men,lacrosse,M,Silver
London,Lacrosse,Lacrosse,"MASON, G.",GBR,Men,lacrosse,M,Silver
London,Lacrosse,Lacrosse,"MASON, G.J.",GBR,Men,lacrosse,M,Silver
London,Lacrosse,Lacrosse,"PARKER-SMITH, J.",GBR,Men,lacrosse,M,Silver
London,Lacrosse,Lacrosse,"RAMSEY, H.W.",GBR,Men,lacrosse,M,Silver
London,Lacrosse,Lacrosse,"SCOTT, Charles Hubert",GBR,Men,lacrosse,M,Silver
London,Lacrosse,Lacrosse,"SHORROCKS, H.",GBR,Men,lacrosse,M,Silver
London,Lacrosse,Lacrosse,"WHITLEY, Normnan Henry Pownall",GBR,Men,lacrosse,M,Silver
London,Polo,Polo,"MILLER, Charles Darley",GBR,Men,polo,M,Gold
London,Polo,Polo,"MILLER, George Arthur",GBR,Men,polo,M,Gold
London,Polo,Polo,"NICKALLS, Patteson Wormesley",GBR,Men,polo,M,Gold
London,Polo,Polo,"WILSON, Herbert Haydon",GBR,Men,polo,M,Gold
London,Polo,Polo,"BUCKMASTER, Walter Selby",GBR,Men,polo,M,Silver
London,Polo,Polo,"FREAKE, Frederick Maitland",GBR,Men,polo,M,Silver
London,Polo,Polo,"HARDRESS, Lloyd",GBR,Men,polo,M,Silver
London,Polo,Polo,"JONES, Walter John Henry",GBR,Men,polo,M,Silver
London,Polo,Polo,"MCCANN, John Paul",GBR,Men,polo,M,Silver
London,Polo,Polo,"O'REILLY, Percy Philip",GBR,Men,polo,M,Silver
London,Polo,Polo,"ROTHERHAM, Anthony Morgan",GBR,Men,polo,M,Silver
London,Polo,Polo,"WODEHOUSE, John",GBR,Men,polo,M,Silver
London,Rackets,Rackets,"LEAF, Henry Meredith",GBR,Men,double,M,Bronze
London,Rackets,Rackets,"NOEL, Evan Baille",GBR,Men,double,M,Bronze
London,Rackets,Rackets,"ASTOR, John Jacob",GBR,Men,double,M,Gold
London,Rackets,Rackets,"PENNELL, Vane Hungerford",GBR,Men,double,M,Gold
London,Rackets,Rackets,"BROWNING, Cecil",GBR,Men,double,M,Silver
London,Rackets,Rackets,"BURY, Edward William",GBR,Men,double,M,Silver
London,Rackets,Rackets,"ASTOR, John Jacob",GBR,Men,individual,M,Bronze
London,Rackets,Rackets,"BROUGHAM, Henry",GBR,Men,individual,M,Bronze
London,Rackets,Rackets,"NOEL, Evan Baille",GBR,Men,individual,M,Gold
London,Rackets,Rackets,"LEAF, Henry Meredith",GBR,Men,individual,M,Silver
London,Rowing,Rowing,"DÜSKOW, Willi",GER,Men,coxless pair (2-),M,Bronze
London,Rowing,Rowing,"JACKES, Norman B.",CAN,Men,coxless pair (2-),M,Bronze
London,Rowing,Rowing,"STAHNKE, Martin",GER,Men,coxless pair (2-),M,Bronze
London,Rowing,Rowing,"TOMS, Fred P.",CAN,Men,coxless pair (2-),M,Bronze
London,Rowing,Rowing,"FENNING, John Reginald Keith",GBR,Men,coxless pair (2-),M,Gold
London,Rowing,Rowing,"THOMSON, Gordon Lindsay",GBR,Men,coxless pair (2-),M,Gold
London,Rowing,Rowing,"FAIRBAIRN, George Eric",GBR,Men,coxless pair (2-),M,Silver
London,Rowing,Rowing,"VERDON, Philip",GBR,Men,coxless pair (2-),M,Silver
London,Rowing,Rowing,"BALFOUR, Gordon Bruce",CAN,Men,eight with coxswain (8+),M,Bronze
London,Rowing,Rowing,"BOYLE, Richard Frederick",GBR,Men,eight with coxswain (8+),M,Bronze
London,Rowing,Rowing,"BURN, John Southerden",GBR,Men,eight with coxswain (8+),M,Bronze
London,Rowing,Rowing,"CARVER, Oswald Armitage",GBR,Men,eight with coxswain (8+),M,Bronze
London,Rowing,Rowing,"GALE, Becher Robert",CAN,Men,eight with coxswain (8+),M,Bronze
London,Rowing,Rowing,"GOLDSMITH, Henry Mills",GBR,Men,eight with coxswain (8+),M,Bronze
London,Rowing,Rowing,"JERWOOD, Frank Harold",GBR,Men,eight with coxswain (8+),M,Bronze
London,Rowing,Rowing,"KERTLAND, Douglas Edwin",CAN,Men,eight with coxswain (8+),M,Bronze
London,Rowing,Rowing,"KITCHING, Harold Edward",GBR,Men,eight with coxswain (8+),M,Bronze
London,Rowing,Rowing,"LEWIS, Walter Aiken",CAN,Men,eight with coxswain (8+),M,Bronze
London,Rowing,Rowing,"POWELL, Eric Walter",GBR,Men,eight with coxswain (8+),M,Bronze
London,Rowing,Rowing,"RIDDY, Charles",CAN,Men,eight with coxswain (8+),M,Bronze
London,Rowing,Rowing,"ROBERTSON, Irvine Geale",CAN,Men,eight with coxswain (8+),M,Bronze
London,Rowing,Rowing,"STUART, Douglas Cecil Rees",GBR,Men,eight with coxswain (8+),M,Bronze
London,Rowing,Rowing,"TAYLOR, Goeffrey Barron",CAN,Men,eight with coxswain (8+),M,Bronze
London,Rowing,Rowing,"THOMSON, Julius A.",CAN,Men,eight with coxswain (8+),M,Bronze
London,Rowing,Rowing,"WILLIAMS, Edward Gordon",GBR,Men,eight with coxswain (8+),M,Bronze
London,Rowing,Rowing,"WRIGHT, Joseph George",CAN,Men,eight with coxswain (8+),M,Bronze
London,Rowing,Rowing,"BUCKNALL, Henry Cresswell",GBR,Men,eight with coxswain (8+),M,Gold
London,Rowing,Rowing,"BURNELL, Charles Desborough",GBR,Men,eight with coxswain (8+),M,Gold
London,Rowing,Rowing,"ETHERINGTON-SMITH, Raymond Broadley",GBR,Men,eight with coxswain (8+),M,Gold
London,Rowing,Rowing,"GLADSTONE, Albert Charles",GBR,Men,eight with coxswain (8+),M,Gold
London,Rowing,Rowing,"JOHNSTONE, Banner Carruthers",GBR,Men,eight with coxswain (8+),M,Gold
London,Rowing,Rowing,"KELLY, Frederick Septimus",GBR,Men,eight with coxswain (8+),M,Gold
London,Rowing,Rowing,"MACLAGAN, Gilchrist Stanley",GBR,Men,eight with coxswain (8+),M,Gold
London,Rowing,Rowing,"NICKALLS, Guy O.",GBR,Men,eight with coxswain (8+),M,Gold
London,Rowing,Rowing,"SANDERSON, Ronald Harcour",GBR,Men,eight with coxswain (8+),M,Gold
London,Rowing,Rowing,"DE SOMVILLE, Oscar Charles",BEL,Men,eight with coxswain (8+),M,Silver
London,Rowing,Rowing,"MIJS, Georges",BEL,Men,eight with coxswain (8+),M,Silver
London,Rowing,Rowing,"MORIMONT, Marcel",BEL,Men,eight with coxswain (8+),M,Silver
London,Rowing,Rowing,"ORBAN, Rémy",BEL,Men,eight with coxswain (8+),M,Silver
London,Rowing,Rowing,"POMA, Rodolphe",BEL,Men,eight with coxswain (8+),M,Silver
London,Rowing,Rowing,"TAELMAN, Oscar",BEL,Men,eight with coxswain (8+),M,Silver
London,Rowing,Rowing,"VAN LANDEGHEM, Alfred",BEL,Men,eight with coxswain (8+),M,Silver
London,Rowing,Rowing,"VEIRMAN, Polydore",BEL,Men,eight with coxswain (8+),M,Silver
London,Rowing,Rowing,"VERGUCHT, François",BEL,Men,eight with coxswain (8+),M,Silver
London,Rowing,Rowing,"CUDMORE, Collier Robert",GBR,Men,four without coxswain (4-),M,Gold
London,Rowing,Rowing,"GILLAN, James Angus",GBR,Men,four without coxswain (4-),M,Gold
London,Rowing,Rowing,"MACKINNON, Duncan",GBR,Men,four without coxswain (4-),M,Gold
London,Rowing,Rowing,"SOMERS-SMITH, John Robert",GBR,Men,four without coxswain (4-),M,Gold
London,Rowing,Rowing,"BARKER, Harold Ross",GBR,Men,four without coxswain (4-),M,Silver
London,Rowing,Rowing,"FENNING, John Reginald Keith",GBR,Men,four without coxswain (4-),M,Silver
London,Rowing,Rowing,"FILLEUL, Philip Rowland",GBR,Men,four without coxswain (4-),M,Silver
London,Rowing,Rowing,"THOMSON, Gordon Lindsay",GBR,Men,four without coxswain (4-),M,Silver
London,Rowing,Rowing,"LEVICZKY, Károly",HUN,Men,single sculls (1x),M,Bronze
London,Rowing,Rowing,"VON GAZA, Bernhard",GER,Men,single sculls (1x),M,Bronze
London,Rowing,Rowing,"BLACKSTAFFE, Harry Thomas",GBR,Men,single sculls (1x),M,Gold
London,Rowing,Rowing,"MCCULLOCH, Alexander",GBR,Men,single sculls (1x),M,Silver
London,Rugby,Rugby,"BARNETT, Jumbo",ANZ,Men,rugby,M,Gold
London,Rugby,Rugby,"BEDE-SMITH, Frank",ANZ,Men,rugby,M,Gold
London,Rugby,Rugby,"CARMICHAEL, Philipp",ANZ,Men,rugby,M,Gold
London,Rugby,Rugby,"CARROLL, Daniel Brendan",ANZ,Men,rugby,M,Gold
London,Rugby,Rugby,"CRAIG, Robert R.",ANZ,Men,rugby,M,Gold
London,Rugby,Rugby,"GRIFFEN, Thomas",ANZ,Men,rugby,M,Gold
London,Rugby,Rugby,"HICKEY, John",ANZ,Men,rugby,M,Gold
London,Rugby,Rugby,"MCARTHUR, Emmanuel",ANZ,Men,rugby,M,Gold
London,Rugby,Rugby,"MCCABE, Arthur J.",ANZ,Men,rugby,M,Gold
London,Rugby,Rugby,"MCCUE, Patrick",ANZ,Men,rugby,M,Gold
London,Rugby,Rugby,"MCKIVATT, Christopher",ANZ,Men,rugby,M,Gold
London,Rugby,Rugby,"MCMURTRIE, Charles",ANZ,Men,rugby,M,Gold
London,Rugby,Rugby,"MIDDLETON, Albert Sidney",ANZ,Men,rugby,M,Gold
London,Rugby,Rugby,"RICHARDS, Thomas",ANZ,Men,rugby,M,Gold
London,Rugby,Rugby,"RUSSELL, Charles",ANZ,Men,rugby,M,Gold
London,Rugby,Rugby,"DAVEY, James",GBR,Men,rugby,M,Silver
London,Rugby,Rugby,"DEAN, L.F.",GBR,Men,rugby,M,Silver
London,Rugby,Rugby,"JACKETT, Edward John",GBR,Men,rugby,M,Silver
London,Rugby,Rugby,"JACKETT, Richard",GBR,Men,rugby,M,Silver
London,Rugby,Rugby,"JONES, E.J.",GBR,Men,rugby,M,Silver
London,Rugby,Rugby,"JOSE, J.T.",GBR,Men,rugby,M,Silver
London,Rugby,Rugby,"LAWREY, A.",GBR,Men,rugby,M,Silver
London,Rugby,Rugby,"MARSHALL, C.R.",GBR,Men,rugby,M,Silver
London,Rugby,Rugby,"SOLOMON, Bertram",GBR,Men,rugby,M,Silver
London,Rugby,Rugby,"SOLOMON, J.C Barney",GBR,Men,rugby,M,Silver
London,Rugby,Rugby,"TREGURTHA, Nicholaos",GBR,Men,rugby,M,Silver
London,Rugby,Rugby,"TREVASKIS, J.",GBR,Men,rugby,M,Silver
London,Rugby,Rugby,"WEDGE, Thomas Greenfeld",GBR,Men,rugby,M,Silver
London,Rugby,Rugby,"WILLCOCKS, A.",GBR,Men,rugby,M,Silver
London,Rugby,Rugby,"WILSON, Arthur James",GBR,Men,rugby,M,Silver
London,Sailing,Sailing,"ASPIN, John Symington",GBR,Men,12m,X,Gold
London,Sailing,Sailing,"BUCHANAN, John",GBR,Men,12m,X,Gold
London,Sailing,Sailing,"BUNTEN, James Clark",GBR,Men,12m,X,Gold
London,Sailing,Sailing,"DOWNES, Arthur Drummond",GBR,Men,12m,X,Gold
London,Sailing,Sailing,"DOWNES, John Henry",GBR,Men,12m,X,Gold
London,Sailing,Sailing,"DUNLOP, David",GBR,Men,12m,X,Gold
London,Sailing,Sailing,"GLEN COATS, Thomas Coats",GBR,Men,12m,X,Gold
London,Sailing,Sailing,"MACKENZIE, John",GBR,Men,12m,X,Gold
London,Sailing,Sailing,"MARTIN, Albert",GBR,Men,12m,X,Gold
London,Sailing,Sailing,"TAIT, Thomas Gerald",GBR,Men,12m,X,Gold
London,Sailing,Sailing,"ADAM, John M.",GBR,Men,12m,X,Silver
London,Sailing,Sailing,"BAXTER, James",GBR,Men,12m,X,Silver
London,Sailing,Sailing,"DAVIDSON, William P.",GBR,Men,12m,X,Silver
London,Sailing,Sailing,"JELLICO, John F.",GBR,Men,12m,X,Silver
London,Sailing,Sailing,"KENION, James G.",GBR,Men,12m,X,Silver
London,Sailing,Sailing,"LITTLEDALE, Thomas A.R.",GBR,Men,12m,X,Silver
London,Sailing,Sailing,"MACIVER, Cecil R.",GBR,Men,12m,X,Silver
London,Sailing,Sailing,"MACIVER, Charles",GBR,Men,12m,X,Silver
London,Sailing,Sailing,"MACLEOD-ROBERTSON, Charles",GBR,Men,12m,X,Silver
London,Sailing,Sailing,"SPENCE, John F.D.",GBR,Men,12m,X,Silver
London,Sailing,Sailing,"ARTHUS, Henri",FRA,Men,6m,X,Bronze
London,Sailing,Sailing,"POTHEAU, Louis",FRA,Men,6m,X,Bronze
London,Sailing,Sailing,"RABOT, Pierre",FRA,Men,6m,X,Bronze
London,Sailing,Sailing,"CRICHTON, Charles William Harry",GBR,Men,6m,X,Gold
London,Sailing,Sailing,"LAWS, Gilbert Umfreville",GBR,Men,6m,X,Gold
London,Sailing,Sailing,"MCMEEKIN, Thomas D.",GBR,Men,6m,X,Gold
London,Sailing,Sailing,"HUYBRECHTS, Léon",BEL,Men,6m,X,Silver
London,Sailing,Sailing,"HUYBRECHTS, Louis",BEL,Men,6m,X,Silver
London,Sailing,Sailing,"WEEWAUTERS, Henri",BEL,Men,6m,X,Silver
London,Sailing,Sailing,"BINGLEY, Norman",GBR,Men,7m,X,Gold
London,Sailing,Sailing,"DIXON, Richard Travers",GBR,Men,7m,X,Gold
London,Sailing,Sailing,"RIVETT-CARNAC, Charles James",GBR,Men,7m,X,Gold
London,Sailing,Sailing,"RIVETT-CARNAC, Frances Clytie",GBR,Men,7m,X,Gold
London,Sailing,Sailing,"HIMLOKE, Philipp",GBR,Men,8m,X,Bronze
London,Sailing,Sailing,"HUGHES, Collingwood Alfred",GBR,Men,8m,X,Bronze
London,Sailing,Sailing,"HUGHES, Saint John Frederick",GBR,Men,8m,X,Bronze
London,Sailing,Sailing,"RATSEY, George Ernest",GBR,Men,8m,X,Bronze
London,Sailing,Sailing,"WARD, William Dudley",GBR,Men,8m,X,Bronze
London,Sailing,Sailing,"CAMPBELL, Charles Ralph",GBR,Men,8m,X,Gold
London,Sailing,Sailing,"COCHRANE, Blair Onslow",GBR,Men,8m,X,Gold
London,Sailing,Sailing,"RHODES, John Eastwood",GBR,Men,8m,X,Gold
London,Sailing,Sailing,"SUTTON, Henry Cecil",GBR,Men,8m,X,Gold
London,Sailing,Sailing,"WOOD, Arthur Nicholas Lindsay",GBR,Men,8m,X,Gold
London,Sailing,Sailing,"HELLSTRÖM, Carl Ludwig",SWE,Men,8m,X,Silver
London,Sailing,Sailing,"SANDBERG, Erik",SWE,Men,8m,X,Silver
London,Sailing,Sailing,"THORMÄHLEN, Edmund",SWE,Men,8m,X,Silver
London,Sailing,Sailing,"WALLERIUS, Eric G.",SWE,Men,8m,X,Silver
London,Sailing,Sailing,"WALLIN, Harald",SWE,Men,8m,X,Silver
London,Shooting,Shooting,"BLOOD, Maurice",GBR,Men,"1000y free rifle, prone",M,Bronze
London,Shooting,Shooting,"MILNER, Joshua Kearney",GBR,Men,"1000y free rifle, prone",M,Gold
London,Shooting,Shooting,"CASEY, Kellog Kennon Venable",USA,Men,"1000y free rifle, prone",M,Silver
London,Shooting,Shooting,"SWAHN, Oscar",SWE,Men,"100m running deer, double shots",M,Bronze
London,Shooting,Shooting,"WINANS, Walter",USA,Men,"100m running deer, double shots",M,Gold
London,Shooting,Shooting,"RANKEN, Ted",GBR,Men,"100m running deer, double shots",M,Silver
London,Shooting,Shooting,"ROGERS, Alexander Elliott",GBR,Men,"100m running deer, single shots",M,Bronze
London,Shooting,Shooting,"SWAHN, Oscar",SWE,Men,"100m running deer, single shots",M,Gold
London,Shooting,Shooting,"RANKEN, Ted",GBR,Men,"100m running deer, single shots",M,Silver
London,Shooting,Shooting,"KNÖPPEL, Arvid",SWE,Men,"100m running deer, single shots, team",M,Gold
London,Shooting,Shooting,"ROSELL, Ernest Oscar",SWE,Men,"100m running deer, single shots, team",M,Gold
London,Shooting,Shooting,"SWAHN, Alfred",SWE,Men,"100m running deer, single shots, team",M,Gold
London,Shooting,Shooting,"SWAHN, Oscar",SWE,Men,"100m running deer, single shots, team",M,Gold
London,Shooting,Shooting,"ELLICOTT, Walter",GBR,Men,"100m running deer, single shots, team",M,Silver
London,Shooting,Shooting,"LANE-JOYNT, William R.",GBR,Men,"100m running deer, single shots, team",M,Silver
London,Shooting,Shooting,"NIX, Charles George Ashburn",GBR,Men,"100m running deer, single shots, team",M,Silver
London,Shooting,Shooting,"RANKEN, Ted",GBR,Men,"100m running deer, single shots, team",M,Silver
London,Shooting,Shooting,"AMOORE, Edward John",GBR,Men,"25y small bore rifle, disappearing target",M,Bronze
London,Shooting,Shooting,"STYLES, William Kensett",GBR,Men,"25y small bore rifle, disappearing target",M,Gold
London,Shooting,Shooting,"HAWKINS, Harold I.",GBR,Men,"25y small bore rifle, disappearing target",M,Silver
London,Shooting,Shooting,"MARSDEN, William B.",GBR,Men,"25y small bore rifle, moving target",M,Bronze
London,Shooting,Shooting,"FLEMING, John Francis",GBR,Men,"25y small bore rifle, moving target",M,Gold
London,Shooting,Shooting,"MATTHEWS, Michael K.",GBR,Men,"25y small bore rifle, moving target",M,Silver
London,Shooting,Shooting,"SAETHER, Olaf",NOR,Men,300m free rifle 3 positions (3x40 shots),M,Bronze
London,Shooting,Shooting,"HELGERUD, Albert",NOR,Men,300m free rifle 3 positions (3x40 shots),M,Gold
London,Shooting,Shooting,"SIMON, Harry E.",USA,Men,300m free rifle 3 positions (3x40 shots),M,Silver
London,Shooting,Shooting,"BONNEFOY, Henri",FRA,Men,"50+100y small bore rifle, team",M,Bronze
London,Shooting,Shooting,"COLAS, Paul René",FRA,Men,"50+100y small bore rifle, team",M,Bronze
London,Shooting,Shooting,"LECUYER, Léon",FRA,Men,"50+100y small bore rifle, team",M,Bronze
London,Shooting,Shooting,"REGAUD, André",FRA,Men,"50+100y small bore rifle, team",M,Bronze
London,Shooting,Shooting,"AMOORE, Edward John",GBR,Men,"50+100y small bore rifle, team",M,Gold
London,Shooting,Shooting,"HUMBY, Harry Robinson",GBR,Men,"50+100y small bore rifle, team",M,Gold
London,Shooting,Shooting,"MATTHEWS, Michael K.",GBR,Men,"50+100y small bore rifle, team",M,Gold
London,Shooting,Shooting,"PIMM, William Edwin",GBR,Men,"50+100y small bore rifle, team",M,Gold
London,Shooting,Shooting,"CARLBERG, Eric",SWE,Men,"50+100y small bore rifle, team",M,Silver
London,Shooting,Shooting,"CARLBERG, G. Vilhelm",SWE,Men,"50+100y small bore rifle, team",M,Silver
London,Shooting,Shooting,"SCHARTAU, Frans Albert",SWE,Men,"50+100y small bore rifle, team",M,Silver
London,Shooting,Shooting,"VON HOLST, Johan Hübner",SWE,Men,"50+100y small bore rifle, team",M,Silver
London,Shooting,Shooting,"GORMAN, James Edward",USA,Men,50m pistol (60 shots),M,Bronze
London,Shooting,Shooting,"VAN ASBROECK, Paul",BEL,Men,50m pistol (60 shots),M,Gold
London,Shooting,Shooting,"STORMS, Réginald",BEL,Men,50m pistol (60 shots),M,Silver
London,Shooting,Shooting,"BARNES, George",GBR,Men,50m rifle prone (60 shots),M,Bronze
London,Shooting,Shooting,"CARNELL, Arthur Ashton",GBR,Men,50m rifle prone (60 shots),M,Gold
London,Shooting,Shooting,"HUMBY, Harry Robinson",GBR,Men,50m rifle prone (60 shots),M,Silver
London,Shooting,Shooting,"COLES, Geoffrey Horsman",GBR,Men,"50y army pistol, team",M,Bronze
London,Shooting,Shooting,"ELLICOTT, Walter",GBR,Men,"50y army pistol, team",M,Bronze
London,Shooting,Shooting,"LYNCH-STAUNTON, Henry George",GBR,Men,"50y army pistol, team",M,Bronze
London,Shooting,Shooting,"WALLINGFORD, Jesse Alfred",GBR,Men,"50y army pistol, team",M,Bronze
London,Shooting,Shooting,"AXTELL, Charles Sumner",USA,Men,"50y army pistol, team",M,Gold
London,Shooting,Shooting,"CALKINS, Irving Romaro",USA,Men,"50y army pistol, team",M,Gold
London,Shooting,Shooting,"DIETZ, John A.",USA,Men,"50y army pistol, team",M,Gold
London,Shooting,Shooting,"GORMAN, James Edward",USA,Men,"50y army pistol, team",M,Gold
London,Shooting,Shooting,"ENGLEBERT, René",BEL,Men,"50y army pistol, team",M,Silver
London,Shooting,Shooting,"PAUMIER DU VERGIER, Charles",BEL,Men,"50y army pistol, team",M,Silver
London,Shooting,Shooting,"STORMS, Réginald",BEL,Men,"50y army pistol, team",M,Silver
London,Shooting,Shooting,"VAN ASBROECK, Paul",BEL,Men,"50y army pistol, team",M,Silver
London,Shooting,Shooting,"BUTT, John Hurst",GBR,Men,"clay pigeons, team",M,Bronze
London,Shooting,Shooting,"CREASEY, Harold P.",GBR,Men,"clay pigeons, team",M,Bronze
London,Shooting,Shooting,"HUTTON, Richard",GBR,Men,"clay pigeons, team",M,Bronze
London,Shooting,Shooting,"MORRIS, William B.",GBR,Men,"clay pigeons, team",M,Bronze
London,Shooting,Shooting,"SKINNER, Gerald H.",GBR,Men,"clay pigeons, team",M,Bronze
London,Shooting,Shooting,"WHITAKER, George",GBR,Men,"clay pigeons, team",M,Bronze
London,Shooting,Shooting,"EASTE, Peter",GBR,Men,"clay pigeons, team",M,Gold
London,Shooting,Shooting,"MAUNDER, Alexander",GBR,Men,"clay pigeons, team",M,Gold
London,Shooting,Shooting,"MOORE, Frank W.",GBR,Men,"clay pigeons, team",M,Gold
